Wavelength,DY415,DY490,AT520,AT550,TRX,AT620,AT655
481.7,0.82140217,0.0188,0,0,0,0,0
481.8,0.82007123,0.0192,0,0,0,0,0
481.9,0.81874029,0.0196,0,0,0,0,0
482,0.81740934,0.02,0,0,0,0,0
482.1,0.8160784,0.0204,0,0,0,0,0
482.2,0.81474745,0.0209,0,0,0,0,0
482.3,0.81341651,0.0214,0,0,0,0,0
482.4,0.81208556,0.0219,0,0,0,0,0
482.5,0.81075462,0.0224,0,0,0,0,0
482.6,0.80942367,0.0229,0,0,0,0,0
482.7,0.80809273,0.0233,0,0,0,0,0
482.8,0.80641222,0.0238,0,0,0,0,0
482.9,0.80399228,0.0243,0,0,0,0,0
483,0.80157235,0.0248,0,0,0,0,0
483.1,0.79915242,0.0254,0,0,0,0,0
483.2,0.79673248,0.0259,0,0,0,0,0
483.3,0.79431255,0.0265,0,0,0,0,0
483.4,0.79189262,0.0271,0,0,0,0,0
483.5,0.78947268,0.0277,0,0,0,0,0
483.6,0.78705275,0.0283,0,0,0,0,0
483.7,0.78463282,0.0289,0,0,0,0,0
483.8,0.78221288,0.0295,0,0,0,0,0
483.9,0.77979295,0.03,0,0,0,0,0
484,0.77737302,0.0306,0,0,0,0,0
484.1,0.77495308,0.0313,0,0,0,0,0
484.2,0.77253315,0.0321,0,0,0,0,0
484.3,0.77011322,0.0328,0,0,0,0,0
484.4,0.76769328,0.0335,0,0,0,0,0
484.5,0.76527335,0.0342,0,0,0,0,0
484.6,0.76285342,0.0349,0,0,0,0,0
484.7,0.76043348,0.0356,0,0,0,0,0
484.8,0.75801355,0.0363,0,0,0,0,0
484.9,0.75559362,0.037,0,0,0,0,0
485,0.75317368,0.0378,0,0,0,0,0
485.1,0.75075375,0.0386,0,0,0,0,0
485.2,0.74833382,0.0395,0,0,0,0,0
485.3,0.74591388,0.0403,0,0,0,0,0
485.4,0.74349395,0.0412,0,0,0,0,0
485.5,0.74107401,0.042,0,0,0,0,0
485.6,0.73865408,0.0429,0,0,0,0,0
485.7,0.73623415,0.0438,0,0,0,0,0
485.8,0.73381421,0.0446,0,0,0,0,0
485.9,0.73139428,0.0455,0,0,0,0,0
486,0.72897435,0.0463,0,0,0,0,0
486.1,0.72655441,0.0474,0,0,0,0,0
486.2,0.72413448,0.0484,0,0,0,0,0
486.3,0.72171455,0.0494,0,0,0,0,0
486.4,0.71929461,0.0504,0,0,0,0,0
486.5,0.71687468,0.0515,0,0,0,0,0
486.6,0.71445475,0.0525,0,0,0,0,0
486.7,0.71203481,0.0535,0,0,0,0,0
486.8,0.70961488,0.0545,0,0,0,0,0
486.9,0.70719495,0.0556,0,0,0,0,0
487,0.70477501,0.0566,0,0,0,0,0
487.1,0.70235508,0.0578,0,0,0,0,0
487.2,0.69993515,0.059,0,0,0,0,0
487.3,0.69751521,0.0603,0,0,0,0,0
487.4,0.69509528,0.0615,0,0,0,0,0
487.5,0.69267535,0.0627,0,0,0,0,0
487.6,0.69025541,0.0639,0,0,0,0,0
487.7,0.68783548,0.0652,0,0,0,0,0
487.8,0.68541555,0.0664,0,0,0,0,0
487.9,0.68299561,0.0676,0,0,0,0,0
488,0.68057568,0.0688,0,0,0,0,0
488.1,0.67815575,0.0703,0,0,0,0,0
488.2,0.67573581,0.0717,0,0,0,0,0
488.3,0.67331588,0.0732,0,0,0,0,0
488.4,0.67089595,0.0746,0,0,0,0,0
488.5,0.66847601,0.0761,0,0,0,0,0
488.6,0.66605608,0.0775,0,0,0,0,0
488.7,0.66363615,0.0789,0,0,0,0,0
488.8,0.66121621,0.0804,0,0,0,0,0
488.9,0.65879628,0.0818,0,0,0,0,0
489,0.65637635,0.0833,0,0,0,0,0
489.1,0.65395641,0.085,0,0,0,0,0
489.2,0.65153648,0.0867,0,0,0,0,0
489.3,0.64911655,0.0884,0,0,0,0,0
489.4,0.64669661,0.0901,0,0,0,0,0
489.5,0.64427668,0.0918,0,0,0,0,0
489.6,0.64185675,0.0935,0,0,0,0,0
489.7,0.63943681,0.0952,0,0,0,0,0
489.8,0.63701688,0.0969,0,0,0,0,0
489.9,0.63459695,0.0986,0,0,0,0,0
490,0.63217701,0.1003,0,0,0,0,0
490.1,0.62975708,0.1023,0,0,0,0,0
490.2,0.62733715,0.1043,0,0,0,0,0
490.3,0.62491721,0.1063,0,0,0,0,0
490.4,0.62249728,0.1082,0,0,0,0,0
490.5,0.62007735,0.1102,0,0,0,0,0
490.6,0.61765741,0.1122,0,0,0,0,0
490.7,0.61523748,0.1142,0,0,0,0,0
490.8,0.61281755,0.1162,0,0,0,0,0
490.9,0.61039761,0.1182,0,0,0,0,0
491,0.60797768,0.1201,0,0,0,0,0
491.1,0.60555775,0.1224,0,0,0,0,0
491.2,0.60313781,0.1247,0,0,0,0,0
491.3,0.60071788,0.127,0,0,0,0,0
491.4,0.59829795,0.1293,0,0,0,0,0
491.5,0.59587801,0.1316,0,0,0,0,0
491.6,0.59345808,0.1339,0,0,0,0,0
491.7,0.59103815,0.1362,0,0,0,0,0
491.8,0.58861821,0.1385,0,0,0,0,0
491.9,0.58619828,0.1408,0,0,0,0,0
492,0.58377835,0.1431,0,0,0,0,0
492.1,0.58135841,0.1457,0,0,0,0,0
492.2,0.57893848,0.1484,0,0,0,0,0
492.3,0.57651855,0.151,0,0,0,0,0
492.4,0.57409861,0.1536,0,0,0,0,0
492.5,0.57167868,0.1562,0,0,0,0,0
492.6,0.56925875,0.1588,0,0,0,0,0
492.7,0.56683881,0.1614,0,0,0,0,0
492.8,0.56441888,0.164,0,0,0,0,0
492.9,0.56199895,0.1667,0,0,0,0,0
493,0.55957901,0.1693,0.002,0,0,0,0
493.1,0.55715908,0.1722,0.0021,0,0,0,0
493.2,0.55473915,0.1752,0.0022,0,0,0,0
493.3,0.55231921,0.1782,0.0023,0,0,0,0
493.4,0.54989928,0.1812,0.0024,0,0,0,0
493.5,0.54747935,0.1842,0.0025,0,0,0,0
493.6,0.54515939,0.1871,0.0026,0,0,0,0
493.7,0.54308902,0.1901,0.0027,0,0,0,0
493.8,0.54101865,0.1931,0.0028,0,0,0,0
493.9,0.53894828,0.1961,0.0029,0,0,0,0
494,0.53687791,0.1991,0.003,0,0,0,0
494.1,0.53480755,0.2024,0.003,0,0,0,0
494.2,0.53273718,0.2058,0.003,0,0,0,0
494.3,0.53066681,0.2091,0.003,0,0,0,0
494.4,0.52859644,0.2124,0.003,0,0,0,0
494.5,0.52652607,0.2158,0.003,0,0,0,0
494.6,0.52445571,0.2191,0.003,0,0,0,0
494.7,0.52238534,0.2225,0.003,0,0,0,0
494.8,0.52031497,0.2258,0.003,0,0,0,0
494.9,0.5182446,0.2292,0.003,0,0,0,0
495,0.51617423,0.2325,0.003,0,0,0,0
495.1,0.51410387,0.2361,0.0031,0,0,0,0
495.2,0.5120335,0.2396,0.0032,0,0,0,0
495.3,0.50996313,0.2432,0.0033,0,0,0,0
495.4,0.50789276,0.2468,0.0034,0,0,0,0
495.5,0.50582239,0.2503,0.0035,0,0,0,0
495.6,0.50375202,0.2539,0.0036,0,0,0,0
495.7,0.50168166,0.2574,0.0037,0,0,0,0
495.8,0.49961129,0.261,0.0038,0,0,0,0
495.9,0.49754092,0.2646,0.0039,0,0,0,0
496,0.49547055,0.2681,0.004,0,0,0,0
496.1,0.49340018,0.2722,0.0041,0,0,0,0
496.2,0.49132982,0.2762,0.0042,0,0,0,0
496.3,0.48925945,0.2803,0.0043,0,0,0,0
496.4,0.48718908,0.2843,0.0044,0,0,0,0
496.5,0.48511871,0.2883,0.0045,0,0,0,0
496.6,0.48304834,0.2924,0.0046,0,0,0,0
496.7,0.48097798,0.2964,0.0047,0,0,0,0
496.8,0.47890761,0.3005,0.0048,0,0,0,0
496.9,0.47683724,0.3045,0.0049,0,0,0,0
497,0.47476687,0.3086,0.005,0,0,0,0
497.1,0.4726965,0.3129,0.0051,0,0,0,0
497.2,0.47062613,0.3173,0.0052,0,0,0,0
497.3,0.46855577,0.3217,0.0053,0,0,0,0
497.4,0.4664854,0.326,0.0054,0,0,0,0
497.5,0.46441503,0.3304,0.0055,0,0,0,0
497.6,0.46234466,0.3347,0.0056,0,0,0,0
497.7,0.46027429,0.3391,0.0057,0,0,0,0
497.8,0.45820393,0.3435,0.0058,0,0,0,0
497.9,0.45613356,0.3478,0.0059,0,0,0,0
498,0.45406319,0.3522,0.006,0,0,0,0
498.1,0.45199282,0.3568,0.0061,0,0,0,0
498.2,0.44992245,0.3615,0.0062,0,0,0,0
498.3,0.44785208,0.3661,0.0063,0,0,0,0
498.4,0.44578172,0.3708,0.0064,0,0,0,0
498.5,0.44371135,0.3754,0.0065,0,0,0,0
498.6,0.44164098,0.3801,0.0066,0,0,0,0
498.7,0.43957061,0.3847,0.0067,0,0,0,0
498.8,0.43750024,0.3894,0.0068,0,0,0,0
498.9,0.43542988,0.3941,0.0069,0,0,0,0
499,0.43335951,0.3987,0.007,0,0,0,0
499.1,0.43128914,0.4036,0.0072,0,0,0,0
499.2,0.42921877,0.4085,0.0074,0,0,0,0
499.3,0.4271484,0.4134,0.0076,0,0,0,0
499.4,0.42507804,0.4183,0.0078,0,0,0,0
499.5,0.42300767,0.4233,0.008,0,0,0,0
499.6,0.4209373,0.4282,0.0082,0,0,0,0
499.7,0.41886693,0.4331,0.0084,0,0,0,0
499.8,0.41679656,0.438,0.0086,0,0,0,0
499.9,0.41472619,0.4429,0.0088,0,0,0,0
500,0.41265583,0.4478,0.009,0,0,0,0
500.1,0.41058546,0.4529,0.0092,0,0,0,0
500.2,0.40851509,0.458,0.0094,0,0,0,0
500.3,0.40644472,0.4631,0.0096,0,0,0,0
500.4,0.40437435,0.4682,0.0098,0,0,0,0
500.5,0.40230399,0.4733,0.01,0,0,0,0
500.6,0.40023362,0.4784,0.0102,0,0,0,0
500.7,0.39816325,0.4835,0.0104,0,0,0,0
500.8,0.39609288,0.4886,0.0106,0,0,0,0
500.9,0.39402251,0.4937,0.0108,0,0,0,0
501,0.39195215,0.4988,0.011,0,0,0,0
501.1,0.38988178,0.504,0.0112,0,0,0,0
501.2,0.38781141,0.5092,0.0114,0,0,0,0
501.3,0.38574104,0.5145,0.0116,0,0,0,0
501.4,0.38367067,0.5197,0.0118,0,0,0,0
501.5,0.3816003,0.525,0.012,0,0,0,0
501.6,0.37952994,0.5302,0.0122,0,0,0,0
501.7,0.37745957,0.5354,0.0124,0,0,0,0
501.8,0.3753892,0.5407,0.0126,0,0,0,0
501.9,0.37331883,0.5459,0.0128,0,0,0,0
502,0.37124846,0.5511,0.013,0,0,0,0
502.1,0.3691781,0.5564,0.0133,0,0,0,0
502.2,0.36710773,0.5617,0.0136,0,0,0,0
502.3,0.36503736,0.5669,0.0139,0,0,0,0
502.4,0.36296699,0.5722,0.0142,0,0,0,0
502.5,0.36163121,0.5774,0.0145,0,0,0,0
502.6,0.36038344,0.5827,0.0148,0,0,0,0
502.7,0.35913568,0.588,0.0151,0,0,0,0
502.8,0.35788792,0.5932,0.0154,0,0,0,0
502.9,0.35664015,0.5985,0.0157,0,0,0,0
503,0.35539239,0.6037,0.016,0,0,0,0
503.1,0.35414462,0.609,0.0164,0,0,0,0
503.2,0.35289686,0.6142,0.0168,0,0,0,0
503.3,0.3516491,0.6194,0.0172,0,0,0,0
503.4,0.35040133,0.6247,0.0176,0,0,0,0
503.5,0.34915357,0.6299,0.018,0,0,0,0
503.6,0.3479058,0.6351,0.0184,0,0,0,0
503.7,0.34665804,0.6404,0.0188,0,0,0,0
503.8,0.34541028,0.6456,0.0192,0,0,0,0
503.9,0.34416251,0.6508,0.0196,0,0,0,0
504,0.34291475,0.656,0.02,0,0,0,0
504.1,0.34166698,0.6612,0.0204,0,0,0,0
504.2,0.34041922,0.6663,0.0208,0,0,0,0
504.3,0.33917146,0.6715,0.0212,0,0,0,0
504.4,0.33792369,0.6766,0.0216,0,0,0,0
504.5,0.33667593,0.6817,0.022,0,0,0,0
504.6,0.33542816,0.6869,0.0224,0,0,0,0
504.7,0.3341804,0.692,0.0228,0,0,0,0
504.8,0.33293264,0.6972,0.0232,0,0,0,0
504.9,0.33168487,0.7023,0.0236,0,0,0,0
505,0.33043711,0.7074,0.024,0,0,0,0
505.1,0.32918934,0.7123,0.0245,0,0,0,0
505.2,0.32794158,0.7173,0.025,0,0,0,0
505.3,0.32669382,0.7222,0.0255,0,0,0,0
505.4,0.32544605,0.7271,0.026,0,0,0,0
505.5,0.32419829,0.732,0.0265,0,0,0,0
505.6,0.32295052,0.7369,0.027,0,0,0,0
505.7,0.32170276,0.7419,0.0275,0,0,0,0
505.8,0.320455,0.7468,0.028,0,0,0,0
505.9,0.31920723,0.7517,0.0285,0,0,0,0
506,0.31795947,0.7566,0.029,0,0,0,0
506.1,0.3167117,0.7612,0.0297,0,0,0,0
506.2,0.31546394,0.7659,0.0304,0,0,0,0
506.3,0.31421618,0.7705,0.0311,0,0,0,0
506.4,0.31296841,0.7751,0.0318,0,0,0,0
506.5,0.31172065,0.7797,0.0325,0,0,0,0
506.6,0.31047288,0.7843,0.0332,0,0,0,0
506.7,0.30922512,0.789,0.0339,0,0,0,0
506.8,0.30797736,0.7936,0.0346,0,0,0,0
506.9,0.30672959,0.7982,0.0353,0,0,0,0
507,0.30548183,0.8028,0.036,0,0,0,0
507.1,0.30423406,0.8071,0.0368,0,0,0,0
507.2,0.3029863,0.8113,0.0376,0,0,0,0
507.3,0.30173854,0.8156,0.0384,0,0,0,0
507.4,0.30049077,0.8198,0.0392,0,0,0,0
507.5,0.29924301,0.8241,0.04,0,0,0,0
507.6,0.29799524,0.8283,0.0408,0,0,0,0
507.7,0.29674748,0.8326,0.0416,0,0,0,0
507.8,0.29549972,0.8368,0.0424,0,0,0,0
507.9,0.29425195,0.8411,0.0432,0,0,0,0
508,0.29300419,0.8453,0.044,0,0,0,0
508.1,0.29175642,0.8491,0.0449,0,0,0,0
508.2,0.29050866,0.853,0.0458,0,0,0,0
508.3,0.2892609,0.8568,0.0467,0,0,0,0
508.4,0.28801313,0.8606,0.0476,0,0,0,0
508.5,0.28676537,0.8645,0.0485,0,0,0,0
508.6,0.2855176,0.8683,0.0494,0,0,0,0
508.7,0.28426984,0.8721,0.0503,0,0,0,0
508.8,0.28302208,0.876,0.0512,0,0,0,0
508.9,0.28177431,0.8798,0.0521,0,0,0,0
509,0.28052655,0.8836,0.053,0,0,0,0
509.1,0.27927878,0.887,0.0541,0,0,0,0
509.2,0.27803102,0.8903,0.0552,0,0,0,0
509.3,0.27678326,0.8937,0.0563,0,0,0,0
509.4,0.27553549,0.8971,0.0574,0,0,0,0
509.5,0.27428773,0.9004,0.0585,0,0,0,0
509.6,0.27303996,0.9038,0.0596,0,0,0,0
509.7,0.2717922,0.9071,0.0607,0,0,0,0
509.8,0.27054444,0.9105,0.0618,0,0,0,0
509.9,0.26929667,0.9138,0.0629,0,0,0,0
510,0.26804891,0.9172,0.064,0,0,0,0
510.1,0.26680114,0.92,0.0653,0,0,0,0
510.2,0.26555338,0.9228,0.0666,0,0,0,0
510.3,0.26441485,0.9257,0.0679,0,0,0,0
510.4,0.26350737,0.9285,0.0692,0,0,0,0
510.5,0.26259989,0.9313,0.0705,0,0,0,0
510.6,0.26169242,0.9341,0.0718,0,0,0,0
510.7,0.26078494,0.937,0.0731,0,0,0,0
510.8,0.25987746,0.9398,0.0744,0,0,0,0
510.9,0.25896998,0.9426,0.0757,0,0,0,0
511,0.25806251,0.9454,0.077,0,0,0,0
511.1,0.25715503,0.9477,0.0784,0,0,0,0
511.2,0.25624755,0.9499,0.0798,0,0,0,0
511.3,0.25534007,0.9521,0.0812,0,0,0,0
511.4,0.2544326,0.9543,0.0826,0,0,0,0
511.5,0.25352512,0.9566,0.084,0,0,0,0
511.6,0.25261764,0.9588,0.0854,0,0,0,0
511.7,0.25171016,0.961,0.0868,0,0,0,0
511.8,0.25080269,0.9633,0.0882,0,0,0,0
511.9,0.24989521,0.9655,0.0896,0,0,0,0
512,0.24898773,0.9677,0.091,0,0,0,0
512.1,0.24808026,0.9694,0.0927,0,0,0,0
512.2,0.24717278,0.971,0.0944,0,0,0,0
512.3,0.2462653,0.9726,0.0961,0,0,0,0
512.4,0.24535782,0.9743,0.0978,0,0,0,0
512.5,0.24445035,0.9759,0.0995,0,0,0,0
512.6,0.24354287,0.9776,0.1012,0,0,0,0
512.7,0.24263539,0.9792,0.1029,0,0,0,0
512.8,0.24172791,0.9809,0.1046,0,0,0,0
512.9,0.24082044,0.9825,0.1063,0,0,0,0
513,0.23991296,0.9841,0.108,0,0,0,0
513.1,0.23900548,0.9852,0.1099,0,0,0,0
513.2,0.238098,0.9863,0.1118,0,0,0,0
513.3,0.23719053,0.9874,0.1137,0,0,0,0
513.4,0.23628305,0.9884,0.1156,0,0,0,0
513.5,0.23537557,0.9895,0.1175,0,0,0,0
513.6,0.2344681,0.9906,0.1194,0,0,0,0
513.7,0.23356062,0.9916,0.1213,0,0,0,0
513.8,0.23265314,0.9927,0.1232,0,0,0,0
513.9,0.23174566,0.9938,0.1251,0,0,0,0
514,0.23083819,0.9948,0.127,0,0,0,0
514.1,0.22993071,0.9954,0.1292,0,0,0,0
514.2,0.22902323,0.9959,0.1314,0,0,0,0
514.3,0.22811575,0.9964,0.1336,0,0,0,0
514.4,0.22720828,0.9969,0.1358,0,0,0,0
514.5,0.2263008,0.9974,0.138,0,0,0,0
514.6,0.22539332,0.9979,0.1402,0,0,0,0
514.7,0.22448584,0.9985,0.1424,0,0,0,0
514.8,0.22357837,0.999,0.1446,0,0,0,0
514.9,0.22267089,0.9995,0.1468,0,0,0,0
515,0.22176341,1,0.149,0,0,0,0
515.1,0.22085594,0.9999,0.1515,0,0,0,0
515.2,0.21994846,0.9999,0.154,0,0,0,0
515.3,0.21904098,0.9998,0.1565,0,0,0,0
515.4,0.2181335,0.9998,0.159,0,0,0,0
515.5,0.21722603,0.9997,0.1615,0,0,0,0
515.6,0.21631855,0.9997,0.164,0,0,0,0
515.7,0.21541107,0.9996,0.1665,0,0,0,0
515.8,0.21450359,0.9996,0.169,0,0,0,0
515.9,0.21359612,0.9995,0.1715,0,0,0,0
516,0.21268864,0.9995,0.174,0,0,0,0
516.1,0.21178116,0.9989,0.1769,0,0,0,0
516.2,0.21087368,0.9984,0.1798,0,0,0,0
516.3,0.20996621,0.9979,0.1827,0,0,0,0
516.4,0.20905873,0.9974,0.1856,0,0,0,0
516.5,0.20815125,0.9968,0.1885,0,0,0,0
516.6,0.20724378,0.9963,0.1914,0,0,0,0
516.7,0.2063363,0.9958,0.1943,0,0,0,0
516.8,0.20542882,0.9953,0.1972,0,0,0,0
516.9,0.20452134,0.9947,0.2001,0,0,0,0
517,0.20361387,0.9942,0.203,0,0,0,0
517.1,0.20270639,0.9932,0.2062,0,0,0,0
517.2,0.20179891,0.9922,0.2094,0,0,0,0
517.3,0.20089143,0.9912,0.2126,0,0,0,0
517.4,0.19998396,0.9902,0.2158,0,0,0,0
517.5,0.19907648,0.9891,0.219,0,0,0,0
517.6,0.198169,0.9881,0.2222,0,0,0,0
517.7,0.19726152,0.9871,0.2254,0,0,0,0
517.8,0.19635405,0.9861,0.2286,0,0,0,0
517.9,0.19544657,0.9851,0.2318,0,0,0,0
518,0.19453909,0.9841,0.235,0,0,0,0
518.1,0.19363162,0.9827,0.2385,0,0,0,0
518.2,0.19272414,0.9812,0.242,0,0,0,0
518.3,0.19181666,0.9798,0.2455,0,0,0,0
518.4,0.19090918,0.9784,0.249,0,0,0,0
518.5,0.19000171,0.977,0.2525,0,0,0,0
518.6,0.18909423,0.9756,0.256,0,0,0,0
518.7,0.18818675,0.9742,0.2595,0,0,0,0
518.8,0.18727927,0.9728,0.263,0,0,0,0
518.9,0.1863718,0.9714,0.2665,0,0,0,0
519,0.18546432,0.97,0.27,0,0,0,0
519.1,0.18455684,0.9682,0.274,0,0,0,0
519.2,0.18364936,0.9664,0.278,0,0,0,0
519.3,0.18274189,0.9646,0.282,0,0,0,0
519.4,0.18183441,0.9628,0.286,0,0,0,0
519.5,0.18092693,0.961,0.29,0,0,0,0
519.6,0.18001946,0.9593,0.294,0,0,0,0
519.7,0.17911198,0.9575,0.298,0,0,0,0
519.8,0.1782045,0.9557,0.302,0,0,0,0
519.9,0.17729702,0.9539,0.306,0,0,0,0
520,0.17638955,0.9521,0.31,1.00E-22,0,0,0
520.1,0.17548207,0.9501,0.3142,1.00E-22,0,0,0
520.2,0.17457459,0.948,0.3184,1.00E-22,0,0,0
520.3,0.17366711,0.9459,0.3226,1.00E-22,0,0,0
520.4,0.17275964,0.9439,0.3268,1.00E-22,0,0,0
520.5,0.17185216,0.9418,0.331,1.00E-22,0,0,0
520.6,0.17094468,0.9398,0.3352,1.00E-22,0,0,0
520.7,0.1700372,0.9377,0.3394,1.00E-22,0,0,0
520.8,0.16912973,0.9357,0.3436,1.00E-22,0,0,0
520.9,0.16822225,0.9336,0.3478,1.00E-22,0,0,0
521,0.16731477,0.9316,0.352,1.00E-22,0,0,0
521.1,0.16651111,0.9292,0.3567,1.00E-22,0,0,0
521.2,0.16596663,0.9269,0.3614,1.00E-22,0,0,0
521.3,0.16542215,0.9245,0.3661,1.00E-22,0,0,0
521.4,0.16487767,0.9222,0.3708,1.00E-22,0,0,0
521.5,0.16433319,0.9199,0.3755,1.00E-22,0,0,0
521.6,0.16378871,0.9175,0.3802,1.00E-22,0,0,0
521.7,0.16324422,0.9152,0.3849,1.00E-22,0,0,0
521.8,0.16269974,0.9128,0.3896,1.00E-22,0,0,0
521.9,0.16215526,0.9105,0.3943,1.00E-22,0,0,0
522,0.16161078,0.9082,0.399,1.00E-22,0,0,0
522.1,0.1610663,0.9056,0.4039,0.0001,0,0,0
522.2,0.16052182,0.903,0.4088,0.0002,0,0,0
522.3,0.15997734,0.9005,0.4137,0.0003,0,0,0
522.4,0.15943285,0.8979,0.4186,0.0004,0,0,0
522.5,0.15888837,0.8953,0.4235,0.0005,0,0,0
522.6,0.15834389,0.8927,0.4284,0.0006,0,0,0
522.7,0.15779941,0.8902,0.4333,0.0007,0,0,0
522.8,0.15725493,0.8876,0.4382,0.0008,0,0,0
522.9,0.15671045,0.885,0.4431,0.0009,0,0,0
523,0.15616597,0.8824,0.448,0.001,0,0,0
523.1,0.15562148,0.8797,0.4533,0.001,0,0,0
523.2,0.155077,0.877,0.4586,0.001,0,0,0
523.3,0.15453252,0.8743,0.4639,0.001,0,0,0
523.4,0.15398804,0.8716,0.4692,0.001,0,0,0
523.5,0.15344356,0.8689,0.4745,0.001,0,0,0
523.6,0.15289908,0.8662,0.4798,0.001,0,0,0
523.7,0.1523546,0.8635,0.4851,0.001,0,0,0
523.8,0.15181012,0.8607,0.4904,0.001,0,0,0
523.9,0.15126563,0.858,0.4957,0.001,0,0,0
524,0.15072115,0.8553,0.501,0.001,0,0,0
524.1,0.15017667,0.8525,0.5063,0.001,0,0,0
524.2,0.14963219,0.8497,0.5116,0.001,0,0,0
524.3,0.14908771,0.8469,0.5169,0.001,0,0,0
524.4,0.14854323,0.844,0.5222,0.001,0,0,0
524.5,0.14799875,0.8412,0.5275,0.001,0,0,0
524.6,0.14745426,0.8384,0.5328,0.001,0,0,0
524.7,0.14690978,0.8356,0.5381,0.001,0,0,0
524.8,0.1463653,0.8328,0.5434,0.001,0,0,0
524.9,0.14582082,0.83,0.5487,0.001,0,0,0
525,0.14527634,0.8271,0.554,0.001,0,0,0
525.1,0.14473186,0.8243,0.5594,0.001,0,0,0
525.2,0.14418738,0.8214,0.5648,0.001,0,0,0
525.3,0.1436429,0.8185,0.5702,0.001,0,0,0
525.4,0.14309841,0.8156,0.5756,0.001,0,0,0
525.5,0.14255393,0.8128,0.581,0.001,0,0,0
525.6,0.14200945,0.8099,0.5864,0.001,0,0,0
525.7,0.14146497,0.807,0.5918,0.001,0,0,0
525.8,0.14092049,0.8041,0.5972,0.001,0,0,0
525.9,0.14037601,0.8012,0.6026,0.001,0,0,0
526,0.13983153,0.7984,0.608,0.001,0,0,0
526.1,0.13928704,0.7954,0.6137,0.001,0,0,0
526.2,0.13874256,0.7925,0.6194,0.001,0,0,0
526.3,0.13819808,0.7895,0.6251,0.001,0,0,0
526.4,0.1376536,0.7866,0.6308,0.001,0,0,0
526.5,0.13710912,0.7836,0.6365,0.001,0,0,0
526.6,0.13656464,0.7806,0.6422,0.001,0,0,0
526.7,0.13602016,0.7777,0.6479,0.001,0,0,0
526.8,0.13547567,0.7747,0.6536,0.001,0,0,0
526.9,0.13493119,0.7718,0.6593,0.001,0,0,0
527,0.13438671,0.7688,0.665,0.001,0,0,0
527.1,0.13384223,0.7659,0.6704,0.001,0,0,0
527.2,0.13329775,0.7629,0.6758,0.001,0,0,0
527.3,0.13275327,0.76,0.6812,0.001,0,0,0
527.4,0.13220879,0.757,0.6866,0.001,0,0,0
527.5,0.13166431,0.7541,0.692,0.001,0,0,0
527.6,0.13111982,0.7511,0.6974,0.001,0,0,0
527.7,0.13057534,0.7482,0.7028,0.001,0,0,0
527.8,0.13003086,0.7452,0.7082,0.001,0,0,0
527.9,0.12948638,0.7423,0.7136,0.001,0,0,0
528,0.1289419,0.7393,0.719,0.001,0,0,0
528.1,0.12839742,0.7364,0.7242,0.0011,0,0,0
528.2,0.12785294,0.7334,0.7294,0.0012,0,0,0
528.3,0.12730845,0.7305,0.7346,0.0013,0,0,0
528.4,0.12676397,0.7275,0.7398,0.0014,0,0,0
528.5,0.12621949,0.7246,0.745,0.0015,0,0,0
528.6,0.12567501,0.7217,0.7502,0.0016,0,0,0
528.7,0.12513053,0.7187,0.7554,0.0017,0,0,0
528.8,0.12458605,0.7158,0.7606,0.0018,0,0,0
528.9,0.12404157,0.7128,0.7658,0.0019,0,0,0
529,0.12349708,0.7099,0.771,0.002,0,0,0
529.1,0.1229526,0.707,0.7756,0.002,0,0,0
529.2,0.12240812,0.7041,0.7802,0.002,0,0,0
529.3,0.12186364,0.7012,0.7848,0.002,0,0,0
529.4,0.12131916,0.6983,0.7894,0.002,0,0,0
529.5,0.12077468,0.6954,0.794,0.002,0,0,0
529.6,0.1202302,0.6925,0.7986,0.002,0,0,0
529.7,0.11968572,0.6895,0.8032,0.002,0,0,0
529.8,0.11914123,0.6866,0.8078,0.002,0,0,0
529.9,0.11859675,0.6837,0.8124,0.002,0,0,0
530,0.11805227,0.6808,0.817,0.002,0,0,0
530.1,0.11750779,0.678,0.8212,0.0021,0,0,0
530.2,0.11696331,0.6751,0.8254,0.0022,0,0,0
530.3,0.11641883,0.6722,0.8296,0.0023,0,0,0
530.4,0.11587435,0.6694,0.8338,0.0024,0,0,0
530.5,0.11532986,0.6665,0.838,0.0025,0,0,0
530.6,0.11478538,0.6636,0.8422,0.0026,0,0,0
530.7,0.1142409,0.6608,0.8464,0.0027,0,0,0
530.8,0.11369642,0.6579,0.8506,0.0028,0,0,0
530.9,0.11315194,0.655,0.8548,0.0029,0,0,0
531,0.11260746,0.6522,0.859,0.003,0,0,0
531.1,0.11206298,0.6494,0.8627,0.003,0,0,0
531.2,0.11151849,0.6466,0.8664,0.003,0,0,0
531.3,0.11097401,0.6438,0.8701,0.003,0,0,0
531.4,0.11042953,0.641,0.8738,0.003,0,0,0
531.5,0.10988505,0.6383,0.8775,0.003,0,0,0
531.6,0.10934057,0.6355,0.8812,0.003,0,0,0
531.7,0.10879609,0.6327,0.8849,0.003,0,0,0
531.8,0.10825161,0.6299,0.8886,0.003,0,0,0
531.9,0.10776561,0.6272,0.8923,0.003,0,0,0
532,0.10745505,0.6244,0.896,0.003,0,0,0
532.1,0.10714449,0.6217,0.8993,0.0031,0,0,0
532.2,0.10683393,0.619,0.9026,0.0032,0,0,0
532.3,0.10652337,0.6163,0.9059,0.0033,0,0,0
